clienteid,evadio,genero,adulto mayor,tiene pareja,tiene dependientes,meses de contrato,servicio telefonico,multilineas,servicio internet,seguridad en linea,respaldo en linea,proteccion de dispositivos,soporte tecnico,television por streaming,suscripcion peliculas,tipo de contrato,factura online,metodo de pago,total del mes,total cliente,cuentas_diarias,cantidad_servicios,evadio_numeric
7950-XWOVN,No,Hombre,0,No,No,11,No,Sin servicio telefonico,DSL,No,Si,Si,No,No,No,Mensual,No,Cheque por correo,34.7,383.55,1.1566666666666667,2,0
7951-QKZPL,Si,Mujer,0,Si,Si,33,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Cheque por correo,24.5,740.3,0.8166666666666667,2,1
7951-VRDVK,No,Mujer,0,No,No,36,Si,No,DSL,Si,Si,Si,Si,Si,Si,Anual,No,Transferencia bancaria (automatico),85.85,3003.55,2.8616666666666664,7,0
7952-OBOYL,No,Hombre,0,No,No,3,Si,No,Fibra optica,No,No,Si,Si,Si,No,Mensual,Si,Cheque por correo,89.85,244.45,2.9949999999999997,4,0
7954-MLBUN,No,Hombre,0,No,No,31,Si,No,Fibra optica,No,No,Si,Si,Si,Si,Dos años,No,Transferencia bancaria (automatico),99.45,3109.9,3.315,5,0
7956-XQWGU,No,Hombre,0,No,No,27,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Tarjeta de credito (automatico),19.4,460.25,0.6466666666666666,1,0
7957-RYHQD,Si,Mujer,1,No,No,40,Si,No,Fibra optica,Si,Si,No,No,No,No,Mensual,Si,Tarjeta de credito (automatico),79.2,3233.85,2.64,3,1
7963-GQRMY,Si,Mujer,0,Si,Si,3,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque por correo,44.3,134.5,1.4766666666666666,1,1
7963-SHNDT,No,Mujer,0,No,No,52,No,Sin servicio telefonico,DSL,Si,Si,No,Si,No,No,Dos años,No,Cheque por correo,39.1,1982.1,1.3033333333333335,3,0
7964-VEXDG,No,Hombre,0,No,Si,21,Si,Si,Fibra optica,Si,No,No,No,No,No,Mensual,No,Cheque electronico,80.35,1747.2,2.6783333333333332,3,0
7964-YESJC,No,Mujer,0,Si,No,24,Si,Si,DSL,Si,Si,Si,No,No,No,Mensual,No,Cheque por correo,66.3,1559.45,2.21,5,0
7964-ZRKKG,No,Hombre,0,Si,No,67,Si,Si,Fibra optica,No,Si,No,No,Si,No,Anual,Si,Transferencia bancaria (automatico),88.4,5798.3,2.9466666666666668,4,0
7966-YOTQW,No,Hombre,0,No,No,10,Si,Si,DSL,Si,No,No,No,No,No,Mensual,Si,Tarjeta de credito (automatico),54.5,568.2,1.8166666666666667,3,0
7967-HYCDE,No,Hombre,0,No,No,8,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,No,Transferencia bancaria (automatico),70.7,553.4,2.356666666666667,1,0
7968-QUXNS,No,Hombre,0,No,No,6,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,18.95,110.15,0.6316666666666666,1,0
7969-AULMZ,Si,Mujer,0,No,No,21,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electronico,97.35,2119.5,3.2449999999999997,4,1
7969-FFOWG,No,Hombre,0,Si,Si,65,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,19.9,1292.6,0.6633333333333333,1,0
7971-HLVXI,No,Hombre,0,Si,Si,72,Si,Si,Fibra optica,No,No,No,No,No,Si,Dos años,Si,Tarjeta de credito (automatico),84.5,6130.85,2.816666666666667,3,0
7973-DZRKH,No,Mujer,0,No,Si,66,Si,Si,Fibra optica,Si,No,Si,Si,No,No,Dos años,Si,Tarjeta de credito (automatico),90.95,5930.05,3.0316666666666667,5,0
7975-JMZNT,No,Hombre,0,Si,No,66,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Transferencia bancaria (automatico),91.7,6075.9,3.0566666666666666,8,0
7975-TZMLR,No,Hombre,0,No,No,47,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Anual,Si,Cheque electronico,103.1,4889.3,3.4366666666666665,6,0
7976-CICYS,No,Hombre,0,No,No,4,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Tarjeta de credito (automatico),20.7,83.75,0.69,1,0
7977-HXJKU,No,Hombre,0,No,Si,21,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,19.6,397.0,0.6533333333333334,1,0
7978-DKUQH,No,Mujer,0,Si,No,25,Si,No,Fibra optica,No,No,Si,No,No,No,Mensual,Si,Cheque electronico,74.6,1797.75,2.4866666666666664,2,0
7979-CORPM,Si,Hombre,0,No,No,24,Si,Si,Fibra optica,No,Si,No,No,Si,No,Mensual,Si,Tarjeta de credito (automatico),90.55,2282.55,3.018333333333333,4,1
7980-MHFLQ,No,Mujer,0,Si,Si,72,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,24.9,1859.2,0.83,2,0
7982-VCELR,No,Mujer,0,No,No,36,Si,No,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Tarjeta de credito (automatico),94.8,3565.65,3.1599999999999997,4,0
7989-AWGEH,No,Hombre,0,Si,Si,49,No,Sin servicio telefonico,DSL,Si,No,No,No,No,Si,Mensual,Si,Cheque electronico,39.2,1838.15,1.3066666666666669,2,0
7989-CHGTL,Si,Hombre,0,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque por correo,19.6,19.6,0.6533333333333334,1,1
7989-VCQOH,No,Hombre,0,Si,Si,18,Si,No,DSL,Si,No,Si,Si,Si,Si,Mensual,No,Cheque electronico,83.25,1611.15,2.775,6,0
7993-NQLJE,No,Hombre,0,Si,Si,15,Si,No,Fibra optica,Si,No,No,No,No,No,Mensual,No,Cheque por correo,75.1,1151.55,2.503333333333333,2,0
7993-PYKOF,Si,Hombre,0,Si,No,8,Si,No,Fibra optica,Si,No,No,No,No,No,Mensual,No,Cheque electronico,75.0,632.95,2.5,2,1
7994-UYIVZ,No,Hombre,0,Si,No,8,Si,Si,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Transferencia bancaria (automatico),85.65,659.45,2.855,3,0
7994-XIRTR,No,Hombre,1,No,No,54,Si,No,DSL,No,No,Si,Si,No,Si,Anual,No,Transferencia bancaria (automatico),65.25,3529.95,2.175,4,0
7995-ZHHNZ,No,Hombre,0,Si,No,42,Si,Si,DSL,Si,No,No,No,No,No,Anual,No,Tarjeta de credito (automatico),56.1,2386.85,1.87,3,0
7996-BPXHY,No,Mujer,0,Si,Si,13,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Transferencia bancaria (automatico),25.0,332.5,0.8333333333333334,2,0
7996-MHXLW,No,Mujer,0,No,No,66,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Tarjeta de credito (automatico),25.15,1683.6,0.8383333333333333,2,0
7997-EASSD,No,Mujer,0,Si,No,63,Si,Si,Fibra optica,No,No,No,Si,No,No,Anual,Si,Tarjeta de credito (automatico),81.2,4965.1,2.7066666666666666,3,0
7998-WNZEM,No,Hombre,0,No,No,71,Si,Si,DSL,Si,Si,Si,Si,No,Si,Dos años,No,Transferencia bancaria (automatico),80.6,5708.2,2.6866666666666665,7,0
7998-ZLXWN,No,Mujer,0,Si,No,15,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de credito (automatico),20.45,330.8,0.6816666666666666,1,0
8000-REIQB,Si,Mujer,1,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electronico,69.95,69.95,2.3316666666666666,1,1
8003-EWNDZ,No,Mujer,0,No,No,10,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque electronico,21.2,222.65,0.7066666666666667,1,0
8006-PYCSW,No,Mujer,0,No,No,2,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,20.1,39.8,0.67,1,0
8007-YYPWD,No,Mujer,0,No,No,15,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automatico),25.05,369.1,0.8350000000000001,2,0
8008-ESFLK,No,Mujer,0,Si,No,53,Si,No,Fibra optica,Si,Si,Si,Si,Si,Si,Anual,No,Cheque electronico,110.5,5835.5,3.683333333333333,7,0
8008-HAWED,Si,Hombre,0,No,No,14,No,Sin servicio telefonico,DSL,No,No,Si,No,Si,Si,Mensual,Si,Cheque electronico,50.75,712.75,1.6916666666666667,3,1
8008-OTEZX,No,Mujer,0,Si,Si,35,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque por correo,19.65,708.8,0.6549999999999999,1,0
8010-EZLOU,Si,Hombre,1,No,No,15,Si,Si,Fibra optica,No,Si,No,No,No,No,Mensual,Si,Cheque electronico,80.2,1217.25,2.6733333333333333,3,1
8012-SOUDQ,No,Mujer,1,No,No,43,Si,Si,Fibra optica,No,Si,No,No,Si,No,Mensual,Si,Cheque electronico,90.25,3838.75,3.0083333333333333,4,0
8015-IHCGW,No,Mujer,0,Si,Si,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,Si,Cheque electronico,115.5,8425.15,3.85,8,0
8016-NCFVO,No,Hombre,1,No,No,55,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Mensual,Si,Cheque electronico,116.5,6382.55,3.8833333333333333,8,0
8016-ZMGMO,No,Mujer,1,Si,No,66,Si,Si,DSL,No,Si,Si,No,Si,No,Anual,Si,Transferencia bancaria (automatico),70.85,4738.85,2.3616666666666664,5,0
8017-LXHFA,Si,Mujer,1,No,No,23,Si,No,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Cheque electronico,94.75,2293.6,3.158333333333333,4,1
8017-UVSZU,No,Mujer,0,Si,No,40,Si,Si,DSL,No,Si,No,No,No,No,Mensual,No,Tarjeta de credito (automatico),56.6,2379.1,1.8866666666666667,3,0
8019-ENHXU,Si,Hombre,0,Si,No,42,Si,Si,Fibra optica,No,Si,Si,Si,No,Si,Mensual,Si,Cheque electronico,99.45,4138.05,3.315,6,1
8020-BWHYL,Si,Mujer,1,No,No,15,Si,No,Fibra optica,No,Si,No,No,No,No,Mensual,Si,Tarjeta de credito (automatico),75.3,1147.45,2.51,2,1
8022-BECSI,No,Hombre,0,No,No,22,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque por correo,19.6,422.5,0.6533333333333334,1,0
8023-QHAIO,No,Mujer,1,Si,No,56,Si,Si,Fibra optica,No,No,No,Si,No,No,Mensual,Si,Transferencia bancaria (automatico),76.85,4275.75,2.5616666666666665,3,0
8024-XNAFQ,No,Mujer,1,No,No,72,Si,Si,Fibra optica,Si,Si,Si,Si,No,Si,Dos años,Si,Transferencia bancaria (automatico),107.4,7748.75,3.58,7,0
8028-PNXHQ,No,Hombre,0,Si,Si,62,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Transferencia bancaria (automatico),24.25,1424.6,0.8083333333333333,2,0
8029-XYPWT,No,Hombre,1,Si,No,71,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automatico),115.05,8016.6,3.835,8,0
8033-ATFAS,No,Mujer,0,Si,Si,39,Si,No,DSL,No,No,Si,No,Si,No,Mensual,Si,Cheque por correo,59.85,2341.5,1.995,3,0
8033-VCZGH,No,Hombre,0,Si,No,50,Si,Si,Fibra optica,Si,No,Si,No,Si,Si,Anual,Si,Cheque electronico,103.95,5231.3,3.4650000000000003,6,0
8034-RYTVV,No,Mujer,0,No,No,55,Si,Si,Fibra optica,Si,No,Si,No,No,No,Anual,Si,Tarjeta de credito (automatico),84.25,4589.85,2.808333333333333,4,0
8035-BUYVG,Si,Hombre,0,Si,No,40,No,Sin servicio telefonico,DSL,Si,Si,Si,No,No,No,Anual,Si,Cheque electronico,42.35,1716.45,1.4116666666666666,3,1
8035-PWSEV,No,Mujer,0,No,No,6,Si,No,Fibra optica,No,No,Si,Si,No,Si,Mensual,Si,Cheque electronico,89.25,487.05,2.975,4,0
8039-ACLPL,No,Mujer,0,Si,Si,72,Si,No,DSL,Si,Si,Si,No,No,Si,Dos años,No,Tarjeta de credito (automatico),68.75,4888.2,2.2916666666666665,5,0
8039-EQPIM,No,Hombre,0,Si,No,69,No,Sin servicio telefonico,DSL,Si,No,Si,Si,Si,Si,Dos años,No,Transferencia bancaria (automatico),60.25,4055.5,2.0083333333333333,5,0
8040-MNRTF,No,Mujer,0,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,No,Cheque por correo,71.1,71.1,2.3699999999999997,1,0
8041-TMEID,No,Hombre,1,Si,No,63,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Dos años,No,Tarjeta de credito (automatico),108.5,6991.9,3.6166666666666667,7,0
8042-JVNFH,Si,Hombre,0,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque por correo,71.35,71.35,2.378333333333333,1,1
8042-RNLKO,No,Hombre,0,No,No,66,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Transferencia bancaria (automatico),25.45,1699.15,0.8483333333333333,2,0
8043-PNYSD,No,Hombre,0,Si,Si,63,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,19.55,1245.6,0.6516666666666667,1,0
8044-BGWPI,No,Hombre,0,Si,Si,12,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque electronico,21.15,306.05,0.705,1,0
8046-DNVTL,No,Hombre,0,Si,No,62,No,Sin servicio telefonico,DSL,Si,Si,No,Si,No,No,Dos años,Si,Tarjeta de credito (automatico),38.6,2345.55,1.2866666666666666,3,0
8048-DSDFQ,No,Hombre,0,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,20.2,20.2,0.6733333333333333,1,0
8049-WJCLQ,No,Hombre,0,Si,Si,10,Si,No,DSL,No,No,Si,No,Si,No,Mensual,No,Cheque por correo,60.2,563.5,2.006666666666667,3,0
8050-DVOJX,No,Hombre,1,No,No,49,Si,Si,DSL,Si,Si,Si,Si,No,Si,Dos años,No,Tarjeta de credito (automatico),81.35,4060.9,2.7116666666666664,7,0
8050-WYBND,No,Mujer,0,No,Si,22,No,Sin servicio telefonico,DSL,No,No,Si,No,Si,Si,Anual,Si,Tarjeta de credito (automatico),49.45,1031.4,1.6483333333333334,3,0
8050-XGRVL,No,Mujer,0,Si,Si,62,Si,No,DSL,Si,No,Si,No,No,No,Anual,No,Tarjeta de credito (automatico),54.75,3425.35,1.825,3,0
8051-HJRLT,Si,Mujer,1,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electronico,70.55,70.55,2.3516666666666666,1,1
8053-WWDRO,Si,Mujer,0,Si,No,6,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria (automatico),19.5,146.3,0.65,1,1
8058-DMYRU,No,Hombre,1,No,No,54,Si,Si,Fibra optica,No,Si,No,No,No,Si,Mensual,Si,Cheque electronico,90.05,4931.8,3.0016666666666665,4,0
8058-INTPH,Si,Mujer,0,No,No,1,Si,No,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Cheque electronico,79.65,79.65,2.6550000000000002,2,1
8058-JMEQO,Si,Mujer,1,No,No,9,Si,Si,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque electronico,84.45,762.5,2.815,3,1
8059-UDZFY,No,Mujer,1,No,Si,33,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mensual,Si,Transferencia bancaria (automatico),105.35,3465.05,3.5116666666666663,6,0
8060-HIWJJ,No,Hombre,0,No,No,64,Si,Si,DSL,No,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de credito (automatico),86.55,5632.55,2.885,7,0
8062-YBDOE,Si,Hombre,1,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electronico,69.65,69.65,2.3216666666666668,1,1
8063-GBATB,Si,Mujer,1,No,No,27,Si,Si,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque electronico,85.25,2287.25,2.841666666666667,3,1
8063-RJYNF,Si,Hombre,0,No,No,16,Si,No,Fibra optica,Si,No,No,No,Si,Si,Mensual,Si,Cheque electronico,94.25,1483.25,3.1416666666666666,4,1
8064-RAVOH,No,Hombre,0,No,Si,1,Si,No,DSL,No,No,Si,No,No,No,Mensual,Si,Cheque electronico,49.85,49.85,1.6616666666666666,2,0
8065-BVEPF,No,Hombre,1,No,No,65,Si,No,Fibra optica,No,Si,Si,No,Si,Si,Mensual,Si,Transferencia bancaria (automatico),99.1,6496.15,3.3033333333333332,5,0
8065-QBYTO,No,Mujer,1,No,No,71,Si,Si,Fibra optica,Si,Si,No,Si,Si,No,Anual,Si,Tarjeta de credito (automatico),99.65,7181.25,3.3216666666666668,6,0
8065-YKXKD,Si,Mujer,0,No,No,10,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electronico,74.75,799.65,2.4916666666666667,2,1
8066-POXGX,Si,Mujer,0,No,No,13,No,Sin servicio telefonico,DSL,No,No,No,No,No,Si,Mensual,Si,Cheque electronico,35.1,446.1,1.1700000000000002,1,1
8067-NIOYM,No,Mujer,0,Si,Si,24,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Tarjeta de credito (automatico),21.1,490.65,0.7033333333333334,1,0
8069-RHUXK,No,Mujer,0,Si,Si,67,No,Sin servicio telefonico,DSL,Si,No,No,Si,No,No,Dos años,No,Tarjeta de credito (automatico),35.7,2545.7,1.1900000000000002,2,0
8069-YQQAJ,No,Hombre,0,No,No,14,No,Sin servicio telefonico,DSL,No,Si,No,No,No,No,Mensual,Si,Cheque por correo,31.1,419.7,1.0366666666666666,1,0
8070-AAWZP,No,Hombre,1,Si,No,24,No,Sin servicio telefonico,DSL,No,No,Si,Si,No,No,Mensual,No,Cheque por correo,34.25,828.2,1.1416666666666666,2,0
8071-SBTRN,No,Mujer,0,No,No,70,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Dos años,Si,Cheque por correo,111.15,7737.55,3.705,7,0
8073-IJDCM,Si,Mujer,0,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque por correo,20.3,20.3,0.6766666666666666,1,1
8075-GXIUB,No,Hombre,1,Si,No,9,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Tarjeta de credito (automatico),19.85,183.15,0.6616666666666667,1,0
8076-FEZKJ,No,Hombre,0,No,No,10,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque por correo,19.5,225.85,0.65,1,0
8079-XRJRS,Si,Hombre,0,Si,No,65,Si,Si,Fibra optica,Si,Si,Si,No,No,No,Anual,No,Cheque electronico,89.75,5769.6,2.9916666666666667,5,1
8080-DDEMJ,Si,Hombre,1,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electronico,45.1,45.1,1.5033333333333334,1,1
8080-POTJR,No,Mujer,0,No,No,30,Si,Si,DSL,Si,No,Si,No,Si,Si,Anual,Si,Tarjeta de credito (automatico),79.3,2427.1,2.643333333333333,6,0
8082-GHXOP,No,Hombre,0,No,Si,13,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque por correo,44.0,659.35,1.4666666666666666,1,0
8083-YTZES,Si,Hombre,0,No,No,4,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electronico,74.35,265.35,2.478333333333333,2,1
8084-OIVBS,No,Mujer,0,No,No,11,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque por correo,20.0,211.95,0.6666666666666666,1,0
8085-MSNLK,No,Mujer,0,Si,No,62,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,No,Cheque por correo,113.95,6891.4,3.7983333333333333,8,0
8086-OVPWV,Si,Hombre,0,No,No,2,Si,No,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque electronico,80.2,181.1,2.6733333333333333,2,1
8087-LGYHQ,No,Hombre,0,No,No,9,Si,No,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electronico,94.05,811.65,3.135,4,0
8089-UZWLX,No,Mujer,1,No,No,71,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Dos años,No,Transferencia bancaria (automatico),104.05,7413.55,3.4683333333333333,5,0
8091-TTVAX,No,Hombre,0,Si,No,58,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Anual,No,Tarjeta de credito (automatico),100.35,5681.1,3.3449999999999998,5,0
8092-NLTGF,No,Hombre,0,No,No,72,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automatico),24.75,1777.6,0.825,2,0
8095-WANWK,No,Mujer,0,No,No,10,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque por correo,45.25,428.7,1.5083333333333333,1,0
8096-LOIST,No,Mujer,0,No,No,19,Si,No,DSL,No,No,No,No,No,Si,Mensual,Si,Cheque electronico,56.2,1093.4,1.8733333333333335,2,0
8097-OMULG,No,Hombre,0,Si,Si,59,Si,No,DSL,No,Si,Si,Si,Si,Si,Anual,No,Tarjeta de credito (automatico),76.75,4541.9,2.558333333333333,6,0
8097-VBQTZ,No,Hombre,0,No,No,54,Si,No,DSL,Si,Si,No,Si,Si,No,Mensual,Si,Cheque por correo,69.9,3883.3,2.33,5,0
8098-LLAZX,Si,Mujer,1,No,No,4,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electronico,95.45,396.1,3.1816666666666666,4,1
8098-TDCBU,No,Mujer,0,Si,No,42,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque electronico,25.25,1108.2,0.8416666666666667,2,0
8099-MZPUJ,No,Hombre,0,Si,Si,48,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de credito (automatico),111.8,5443.65,3.7266666666666666,8,0
8100-HZZLJ,No,Mujer,0,No,Si,43,Si,No,DSL,Si,Si,No,No,No,Si,Mensual,Si,Cheque electronico,63.95,2737.05,2.131666666666667,4,0
8100-PNJMH,No,Hombre,0,Si,Si,68,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de credito (automatico),88.85,6132.7,2.9616666666666664,8,0
8104-OSKWT,No,Mujer,0,No,No,12,Si,Si,Fibra optica,Si,No,No,No,No,No,Mensual,Si,Cheque electronico,79.8,1001.2,2.6599999999999997,3,0
8106-GWQOK,No,Hombre,0,Si,No,38,No,Sin servicio telefonico,DSL,Si,Si,No,Si,Si,Si,Dos años,Si,Transferencia bancaria (automatico),60.0,2193.2,2.0,5,0
8107-KNCIM,No,Hombre,1,Si,No,14,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electronico,75.1,1013.35,2.503333333333333,2,0
8107-RZLNV,No,Hombre,0,Si,No,72,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Dos años,Si,Transferencia bancaria (automatico),106.3,7565.35,3.5433333333333334,6,0
8108-UXRQN,No,Mujer,0,Si,Si,11,No,Sin servicio telefonico,DSL,Si,No,No,No,Si,Si,Mensual,No,Cheque electronico,50.55,565.35,1.6849999999999998,3,0
8109-YUOHE,No,Hombre,0,No,No,17,Si,No,DSL,Si,Si,No,No,No,No,Anual,No,Cheque por correo,56.1,946.95,1.87,3,0
8111-BKVDS,No,Mujer,0,No,No,10,No,Sin servicio telefonico,DSL,Si,Si,Si,No,No,No,Mensual,No,Transferencia bancaria (automatico),40.7,449.3,1.3566666666666667,3,0
8111-RKSPX,Si,Hombre,0,No,No,4,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Transferencia bancaria (automatico),72.2,305.55,2.4066666666666667,2,1
8111-SLLHI,Si,Hombre,1,Si,No,39,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque electronico,105.65,4284.8,3.521666666666667,6,1
8118-LSUEL,Si,Hombre,1,No,No,23,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque electronico,106.4,2483.5,3.546666666666667,6,1
8118-TJAFG,No,Hombre,0,Si,Si,9,Si,No,Fibra optica,No,Si,No,Si,Si,Si,Mensual,Si,Cheque electronico,101.5,906.85,3.3833333333333333,5,0
8120-JDCAM,No,Hombre,0,Si,Si,4,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque por correo,69.55,284.9,2.3183333333333334,1,0
8123-QBNAZ,No,Mujer,0,Si,Si,36,Si,Si,Fibra optica,Si,No,Si,No,Si,Si,Mensual,Si,Tarjeta de credito (automatico),104.5,3684.95,3.4833333333333334,6,0
8124-NZVGJ,No,Mujer,0,No,No,6,No,Sin servicio telefonico,DSL,No,No,No,Si,Si,Si,Anual,Si,Cheque por correo,49.25,255.6,1.6416666666666666,3,0
8125-QPFJD,No,Mujer,0,Si,No,72,Si,Si,DSL,Si,No,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automatico),84.9,6065.3,2.83,7,0
8128-YVJRG,Si,Mujer,0,No,No,7,Si,Si,Fibra optica,Si,No,No,No,No,No,Mensual,Si,Cheque por correo,79.65,604.7,2.6550000000000002,3,1
